id	OrphaNumber	ExpertLink	Name	Type	statut	Synonymes	nsyn	ICD-10	MedDRA	MeSH	OMIM	UMLS
11069	75249	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75249	Cardiomyopathie restrictive familiale isolée	Maladie	on-line	Cardiomyopathie restrictive familiale ou idiopathique	1	I42.5	""	""	115210 ; 609578 ; 612422 ; 615248 ; 617047	""
11070	75325	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75325	Syndrome d'ostéosclérose-ichtyose-insuffisance ovarienne précoce	Maladie	on-line	Syndrome de dysplasie sclérosante des os-ichtyose-ménopause précoce	1	""	""	C536064	609993	C1864942
11071	75326	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75326	Tortuosité artériolaire rétinienne	Maladie	on-line	Syndrome d'hémorragie de la rétine-tortuosité vasculaire ; Tortuosité des artères de la rétine ; Tortuosité des artérioles rétiniennes	3	Q14.1	""	""	180000	""
11072	75327	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75327	Dystrophie maculaire de la Caroline du Nord	Maladie	on-line	Dystrophie CAPE ; Dystrophie centrale aréolaire de l'épithélium pigmenté ; Dystrophie fovéale progressive ; Dystrophie maculaire rétinienne 1 type Caroline du Nord ; Dystrophie rétinienne de l'épithélium pigmenté central ; MCDR1	6	H35.5	""	C537835	136550	C0730294
11073	75373	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75373	Atrophie bifocale choriorétinienne progressive	Maladie	on-line			""	""	C535356	600790	C1833321
11074	75374	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75374	Bradyopsie	Maladie	on-line	Suppression de réponse électrorétinienne prolongée	1	H53.8	""	""	608415	""
11075	75376	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75376	Drusen familiaux	Maladie	on-line	DHRD ; Drusen dominants ; Drusen radiaires dominants ; Dystrophie maculaire en rayon de miel de Doyne ; Malattia leventinese	5	H35.5	""	""	126600 ; 126700	C1832174 ; C1852020 ; C1852021
11076	75377	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75377	Dystrophie centrale aréolaire de la choroïde	Maladie	on-line	Atrophie aréolaire maculaire ; Sclérose centrale aréolaire de la choroïde	2	H31.2	""	C535358	215500 ; 613105 ; 613144	C1536451
11077	75378	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75378	Oligocône trichromatie	Maladie	on-line	Syndrome oligocône	1					
11078	75381	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75381	Dystrophie maculaire cystoïde	Maladie	on-line	Oedème maculaire cystoïde autosomique dominant ; Oedème maculaire familial	2	H35.5	""	""	153880	""
11079	75382	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75382	Maladie d'Oguchi	Syndrome  malformatif	on-line	Cécité nocturne stationnaire congénitale type Oguchi ; Syndrome d'Oguchi	2	H53.6	""	C537743	258100 ; 613411	C1306122
11080	75389	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75389	Syndrome de malformations cérébrales-cardiopathie congénitale-polydactylie postaxiale	Syndrome  malformatif	on-line	Syndrome de Goossens-Devriendt	1	Q87.8	""	""	""	""
11081	75391	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75391	Déficit immunitaire primaire avec déficit en cellules NK et insuffisance surrénale	Maladie	on-line	Déficit immunitaire primaire par déficit en MCM4 ; Immunodéficience primaire avec déficit en cellules NK et insuffisance surrénale	2	D84.8	""	""	609981	""
11082	75392	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75392	Syndrome d'Ehlers-Danlos type périodontite	Maladie	on-line	EDS VIII ; SED VIII ; Syndrome d'Ehlers-Danlos type 8	3	Q79.6	""	""	617174 ; 130080	C0268347
11083	75496	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75496	Syndrome d'Ehlers-Danlos type progéroïde	Maladie	on-line	B4GALT7-CDG ; Déficit de synthèse en PDS ; Déficit de synthèse en protéodermatane sulfate ; Déficit en galactosyltransférase I ; Déficit en xylosylprotéine 4-bêta-galactosyltransférase ; EDS type progéroïde ; SED type progéroïde	7	Q79.6	""	C536201	615349 ; 130070	C1869122
11084	75497	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75497	Syndrome d'Ehlers-Danlos lié à l'X	Maladie	on-line	EDS V ; SED V ; Syndrome d'Ehlers-Danlos type 5	3	Q79.6	""	C536197	305200	C0268341
11085	75501	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75501	Syndrome d'Ehlers-Danlos avec déficit en fibronectine	Maladie	on-line	EDS X ; SED X ; Syndrome d'Ehlers-Danlos avec dysfonctionnement plaquettaire par anomalie de la fibronectine ; Syndrome d'Ehlers-Danlos type 10	4	Q79.6	""	""	225310	C1857038
11086	75508	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75508	Syndrome angio-ostéo-hypotrophique	Syndrome  malformatif	on-line	Syndrome de Servelle-Martorell	1					
11087	75563	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75563	Anémie sidéroblastique liée à l'X	Maladie	on-line	XLSA	1	D64.0	""	C536761	300751	""
11088	75564	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75564	Anémie sidéroblastique idiopathique acquise	Maladie	on-line	AISA ; ASIA ; Anémie réfractaire avec sidéroblastes en couronne ; Anémie sidéroblastique primaire acquise	4	D64.3	""	""	""	C1264195
11089	75565	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75565	Fibrose endomyocardique tropicale	Maladie	on-line	Maladie de Davies ; TEMF	2	I42.3	""	""	""	""
11090	75566	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75566	Endocardite de Loeffler	Maladie	on-line	Endocardite à éosinophiles	1	I42.3	10052841	""	""	C0206143
11091	75567	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75567	Freezing progressif primaire de la marche	Syndrome clinique	on-line	PPFG	1					
11092	75789	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75789	Syndrome SIBIDS	Maladie	Deprecated entity ; on-line	Syndrome de trichothiodystrophie-ostéosclérose	1					
11093	75790	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75790	Syndrome de Pollitt	Syndrome  malformatif	Deprecated entity ; on-line	Syndrome de trichothiodystrophie-syndrome neurocutané ; Syndrome trichorrhexis nodosa	2	""	""	""	275550	C0263485 ; C1313961
11094	75840	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75840	Dystrophie musculaire congénitale d'Ullrich	Maladie	on-line	Dystrophie musculaire scléro-atonique ; Maladie d'Ullrich	2	G71.2	""	""	254090 ; 616470	C0410179
11095	75857	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75857	Syndrome de délétion 6q terminale	Syndrome  malformatif	on-line			Q93.5	""	""	""	""
11096	75858	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=75858	Syndrome MORM	Maladie	on-line	Syndrome de déficience intellectuelle-obésité du tronc-dystrophie rétinienne-micropénis	1	""	""	C536984	610156	C1857802
11097	77240	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77240	Lymphoedème primaire	Groupe de phenomes	on-line ; Category	Malformation lymphatique tronculaire	1	I89.0	""	""	""	""
11100	77243	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77243	Lipoedème	Maladie	on-line			E65	10063955	""	614103	C0398370
11101	77258	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77258	Syndrome trichorhinophalangien types 1 et 3	Syndrome  malformatif	on-line			Q87.1	""	""	190350 ; 190351	""
11102	77259	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77259	Maladie de Gaucher type 1	Sous-type clinique	on-line	Maladie de Gaucher juvénile non cérébrale	1	E75.2	""	""	230800	C1961835
11103	77260	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77260	Maladie de Gaucher type 2	Sous-type clinique	on-line	Maladie de Gaucher cérébrale infantile ; Maladie de Gaucher neuronopathique aiguë	2	E75.2	""	""	230900	C0268250
11104	77261	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77261	Maladie de Gaucher type 3	Sous-type clinique	on-line	Maladie de Gaucher cérébrale juvénile et de l'adulte ; Maladie de Gaucher neuronopathique chronique ; Maladie de Gaucher neuronopathique subaiguë	3	E75.2	""	""	231000	C0268251
11105	77292	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77292	Maladie de Niemann-Pick type A	Maladie	on-line			E75.2	""	D052536	257200	C0268242
11106	77293	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77293	Maladie de Niemann-Pick type B	Maladie	on-line			E75.2	""	D052537	607616	C0268243
11107	77295	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77295	Odontoleucodystrophie	Maladie	on-line	Dento-leuco-encéphalopathie ; Syndrome de leucodystrophie-oligodontie	2	E75.2	""	""	607694	C3502054
11108	77296	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77296	Syndrome de Morgagni-Stewart-Morel	Syndrome  malformatif	on-line	Hyperostose frontale interne	1	M85.2	""	""	144800	C0020494
11109	77297	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77297	Syndrome de Majeed	Maladie	on-line	Syndrome d'ostéomyélite multifocale récurrente chronique-anémie dysérythropoïétique congénitale-dermatose neutrophile	1	""	10072223	C537839	609628	C1864997
11110	77298	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77298	Syndrome d'anophtalmie/microphtalmie-atrésie de l'oesophage	Syndrome  malformatif	on-line	MCOPS3 ; Microphtalmie syndromique type 3	2	Q87.8	""	""	206900	C1859773
11111	77299	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77299	Syndrome de microphtalmie-atrophie cérébrale	Syndrome  malformatif	on-line	MCOPS10 ; Microphtalmie syndromique type 10 ; Syndrome MOBA	3	Q11.2	""	""	611222	""
11112	77300	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77300	Syndrome d'anomalies auriculaires-fente labiale ou labiopalatine-anomalies oculaires	Syndrome  malformatif	on-line			Q87.0	""	""	""	""
11113	77301	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77301	Monosomie 9q22.3	Syndrome  malformatif	on-line	Microdélétion 9q22.3	1	Q93.5	""	""	""	C3711390
11114	77302	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77302	Dysplasie oculo-oto-faciale	Syndrome  malformatif	Deprecated entity ; on-line			""	""	""	610332	""
11118	77828	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77828	Obésité génétique	Groupe de phenomes	on-line ; Category			E66.8	""	""	""	""
11120	77830	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77830	Maladie odontologique génétique rare	Groupe de phenomes	on-line ; Category							
11123	79022	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79022	Syndrome de Simpson-Golabi-Behmel type 2	Syndrome  malformatif	Deprecated entity ; on-line	SGBS2 ; Syndrome de Simpson-Golabi-Behmel létal	2	Q87.3	""	""	""	C1846175
11124	79062	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79062	Trouble du métabolisme des acides aminés et autres acides organiques	Groupe de phenomes	on-line ; Category							
11125	79076	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79076	Polypose juvénile infantile	Sous-type clinique	on-line			D12.6	""	""	175050 ; 612242	""
11126	79078	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79078	Dacryoadénite et sialadénite  à IgG4	Maladie	on-line	Dacryoadénite et sialadénite chroniques ; Maladie de Mikulicz	2	K11.8	10051457 ; 10052317	D008882	""	C0026103
11127	79083	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79083	Lipodystrophie partielle familiale associée à PPARG	Maladie	on-line	LDPF associée à PPARG ; LDPF3 ; Lipodystrophie partielle familiale type 3	3	E88.1	""	""	604367	C1720861
11128	79084	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79084	Lipodystrophie partielle familiale type Köbberling	Maladie	on-line	LDPF1 ; Lipodystrophie partielle familiale type 1	2	E88.1	""	""	608600	C1720859
11129	79085	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79085	Lipodystrophie partielle familiale associée à AKT2	Maladie	on-line	LDPF associée à AKT2	1	E88.1	""	""	""	""
11130	79086	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79086	Lipodystrophie généralisée acquise	Maladie	on-line	Diabète lipoatrophique acquis ; Syndrome de Lawrence ; Syndrome de Lawrence-Seip	3	E88.1	""	""	""	C3665770 ; C0271693
11131	79087	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79087	Lipodystrophie partielle acquise	Maladie	on-line	Lipodystrophie céphalothoracique progressive ; Syndrome de Barraquer-Simons	2	E88.1	""	""	608709	C0220989
11132	79088	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79088	Lipodystrophie localisée	Groupe de phenomes	on-line			E88.1	""	""	""	""
11134	79091	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79091	Syndrome héréditaire de myopathie à corps d'inclusions-contractures articulaires-ophtalmoplégie	Maladie	on-line	HIBM3 ; Myopathie à corps d'inclusion type 3 ; Myopathie à corps d'inclusions héréditaire type 3 ; Myopathie à inclusions héréditaire type 3 ; Myopathie à inclusions type 3 ; Syndrome de myopathie à inclusions héréditaire-contractures articulaires-ophtalmoplégie	6	G71.8	""	""	605637	""
11135	79093	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79093	Syndrome de Foix-Alajouanine	Syndrome  malformatif	on-line	Myélite ascendante nécrosante sub-aiguë ; Myélopathie nécrotique subaiguë ; Névrite nécrotique subaiguë ; Ostéosclérose familiale avec anomalies du système nerveux et des méninges	4	G37.4	""	""	""	C0348023 ; C0472347
11136	79094	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79094	Syndrome de Grange	Syndrome  malformatif	on-line	Syndrome d'occlusion artérielle de Grange ; Syndrome d'occlusion artérielle progressive-hypertension-malformations cardiaques-fragilité osseuse-brachysyndactylie	2	Q87.8	""	""	602531	C1865267
11137	79095	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79095	Déficit congénital de synthèse des acides biliaires type 4	Maladie	on-line	DSAB4 ; Déficit en 2-méthylacyl-CoA racémase ; Déficit en AMACR ; Déficit en alpha-méthylacyl-CoA racémase	4	K76.8	""	C535444	214950 ; 614307	C1858328 ; C3280428
11138	79096	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79096	Convulsions sensibles au phosphate de pyridoxal	Maladie	on-line	Déficit en PNPO ; Déficit en pyridoxamine 5'-oxidase ; Déficit en pyridoxamine 5'-phosphate oxydase ; Encéphalopathie épileptique néonatale associée à PNPO	4	G40.8	""	""	610090	C1864723
11139	79097	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79097	Convulsions sensibles à l'acide folinique	Maladie	on-line			G40.3	""	""	""	""
11140	79098	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79098	Ophtalmie sympathique	Maladie	on-line	Uvéite sympathique	1	H44.1	10042742	D009879	""	C0029077
11141	79099	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79099	Syndrome de dermatite granulomateuse interstitielle-arthrite	Maladie	on-line	Dermatite d'Ackerman ; Syndrome d'Ackerman	2					
11142	79100	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79100	Atrophodermie vermiculée	Maladie	on-line	Folliculite ulérythémateuse réticulée	1	L66.4	""	""	209700 ; 604093	C0263429
11143	79101	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79101	Hyperprolinémie type 2	Maladie	on-line	Déficit en 1-pyrroline-5-carboxylate déshydrogénase	1	E72.5	10058512 ; 10058514	C538385	239510	C0268530 ; C2931835
11144	79102	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79102	Paralysie périodique thyrotoxique	Maladie	on-line	Paralysie périodique thyrotoxique hypokaliémique	1	G72.3	10043788	""	188580 ; 613239 ; 614834	C0268446
11147	79105	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79105	Myxofibrosarcome	Maladie	on-line	Fibrohistiocytome myxoïde malin ; Fibromyxosarcome	2	C49.9	10066948	""	""	C3714524
11148	79106	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79106	Syndrome d'Eiken	Syndrome  malformatif	on-line			""	""	""	600002	C1838779
11149	79107	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79107	Syndrome d'anomalies du développement-surdité-dystonie	Syndrome  malformatif	on-line			Q87.8	""	""	607371	""
11150	79113	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79113	Syndrome de dysostose mandibulo-faciale-microcéphalie	Syndrome  malformatif	on-line	Syndrome MFDM	1	Q87.0	""	""	610536	C1864652
11151	79118	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79118	Syndrome de diabète néonatal-hypothyroïdie congénitale-glaucome congénital-fibrose hépatique-polykystose rénale	Maladie	on-line			""	""	""	610199	""
11152	79124	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79124	Syndrome de maladie veino-occlusive hépatique-immunodéficience	Maladie	on-line			K76.5	""	""	235550	C1856128
11153	79126	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79126	Pneumopathie interstitielle aiguë	Maladie	on-line	Pneumonite interstitielle aiguë ; Syndrome de Hamman-Rich	2	J84.1	10066728	""	178500	C0085786 ; C1279945
11154	79127	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79127	Bronchiolite respiratoire avec pneumopathie interstitielle	Maladie	on-line			J68.4	10066393	""	""	C1276236 ; C1735355
11155	79128	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79128	Pneumopathie interstitielle lymphocytaire	Maladie	on-line			J84.1	10062997	""	247610	C0264511
11156	79129	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79129	Syndrome de trichodysplasie-amélogenèse imparfaite	Syndrome  malformatif	on-line							
11158	79132	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79132	Syndrome de cheveux épars-petite taille-anomalies cutanées	Syndrome  malformatif	on-line							
11159	79133	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79133	Dysplasie dermique faciale focale type I	Sous-type clinique	on-line	Aplasie cutanée bitemporale congénitale ; Dysplasie dermique faciale focale 1, type Brauer ; FFDD type I ; FFDD1 ; Naevus aplasiques symétriques héréditaires des tempes ; Syndrome de Brauer	6	Q82.8	""	C536385 ; C537068	136500	C1744559 ; C2936827
11160	79134	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79134	Syndrome DEND	Maladie	on-line	Syndrome de retard de développement-épilepsie-diabète néonatal	1	P70.2	""	""	606176	C1853564
11161	79135	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79135	Ataxie épisodique type 3	Maladie	on-line	Syndrome d'ataxie épisodique-vertige-acouphène-myokymie	1	G11.8	""	""	606554	C1847839
11162	79136	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79136	Ataxie épisodique type 4	Maladie	on-line	Ataxie vestibulo-cérébelleuse périodique	1	G11.8	""	""	606552	C1847843
11163	79137	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79137	Syndrome d'épilepsie généralisée-dyskinésie paroxystique	Maladie	on-line			G40.3	""	""	609446	C1836173
11164	79138	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79138	Rhombencéphalite de Bickerstaff	Maladie	on-line	Rhombencéphalite postinfectieuse de Bickerstaff ; Syndrome de Bickerstaff	2	G61.0	""	""	""	C1960543
11165	79139	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79139	Encéphalite japonaise	Maladie	on-line			A83.0	10014596	D004672	""	C0014057
11166	79140	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79140	Carcinome neuroendocrine cutané	Maladie	on-line	Carcinome à cellules de Merkel	1	C44.6 ; C44.7 ; C44.3	""	""	""	C0007129
11167	79141	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79141	Callosités douloureuses héréditaires	Maladie	on-line	Hyperkératose palmoplantaire nummulaire ; KPP nummulaire ; Kératodermie palmoplantaire nummulaire ; PPK nummulaire	4	Q82.8	""	""	114140	C1861964
11169	79143	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79143	Anonychie congénitale isolée	Maladie	on-line	Anonychie isolée	1	Q84.3	""	""	107000 ; 206800 ; 614149	C0265998
11170	79144	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79144	Onychodysplasie congénitale isolée	Maladie	on-line	Onychodysplasie congénitale des index ; Syndrome d'Iso-Kikuchi	2	Q84.6	""	""	605779	C1853984
11171	79145	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79145	Maladie de Dowling-Degos	Maladie	on-line	Dermatose réticulée des plis	1	L81.8	10068651	""	179850 ; 615327 ; 615674 ; 615696	C3714534
11172	79146	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79146	Hyperpigmentation progressive familiale	Maladie	on-line	Mélanose diffuse congénitale ; Mélanose universelle ; Mélanose universelle héréditaire	3	L81.4	""	""	145250 ; 614233	C1840392 ; C1835039
11173	79147	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79147	Collagénose perforante réactionnelle familiale	Maladie	on-line			L87.1	""	""	216700	C1857624
11174	79148	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79148	Elastosis perforans serpiginosa	Maladie	on-line			L87.2	10014338	C536202	130100	C0221271
11175	79149	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79149	Dystrophie dermo-chondro-cornéenne	Maladie	on-line	Syndrome de François	1	""	""	""	221800	C0432288
11176	79150	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79150	Hypermélanose naevoïde linéaire et convolutée	Maladie	on-line	HNLC ; Hypermélanose naevoïde linéaire et circulaire ; Hypermélanose naevoïde linéaire et spiralée ; LWNH	4	L81.4	""	""	614323	C1304501
11177	79151	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79151	Acrokératose verruciforme de Hopf	Maladie	on-line	AKV de Hopf	1	Q82.8	10069445	""	101900	C0265971
11178	79152	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79152	Porokératose actinique superficielle disséminée	Maladie	on-line			Q82.8	""	""	175900 ; 607728 ; 612293 ; 612353 ; 614714 ; 616063 ; 616631	C0265970
11179	79153	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79153	Trachyonychie idiopathique	Maladie	on-line			L60.3	""	""	161050	C0406443
11180	79154	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79154	Acidurie 2-aminoadipique 2-oxoadipique	Maladie	on-line	Acidurie alpha-aminoadipique	1	E72.3	""	""	204750	""
11181	79155	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79155	Hydroxykynuréninurie	Maladie	on-line	Acidurie xanthurénique ; Déficit en kynuréninase	2	E70.8	""	""	236800	C0268474
11182	79156	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79156	Syndrome de convulsions-déficience intellectuelle par hydroxylysinurie	Maladie	Historical entity ; on-line			E72.3	""	""	236900	""
11183	79157	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79157	Déficit en 2-méthylbutyryl-CoA déshydrogénase	Maladie	on-line	Acidurie 2-méthylbutyrique ; Déficit en acyl-CoA déshydrogénase des acides gras à chaîne courte ou ramifiée ; Retard de développement par déficit en 2-méthylbutyryl-CoA déshydrogénase	3	E71.1	""	""	610006	C1864912
11184	79158	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79158	Acidurie organique cérébrale	Groupe de phenomes	on-line ; Category							
11185	79159	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79159	Déficit en isobutyryl-CoA déshydrogénase	Maladie	on-line	Acidurie isobutyrique	1	E71.1	""	C535541	611283	C1969809
11187	79161	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79161	Trouble du métabolisme des hydrates de carbone	Groupe de phenomes	on-line ; Category	Anomalie du métabolisme des sucres	1	""	10061023	""	""	C0149670
11189	79163	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79163	Acidurie organique classique	Groupe de phenomes	on-line ; Category							
11192	79166	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79166	Trouble de l'absorption et du transport des acides aminés	Groupe de phenomes	on-line ; Category			E72.0	""	""	""	C0268641
11193	79167	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79167	Trouble du métabolisme du cycle de l'urée et de la détoxification de l'ammoniac	Groupe de phenomes	on-line ; Category			E72.2	""	""	""	""
11194	79168	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79168	Anomalie de la synthèse des acides biliaires	Groupe de phenomes	on-line ; Category							
11195	79169	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79169	Trouble du métabolisme et du transport des neurotransmetteurs	Groupe de phenomes	on-line ; Category							
11197	79171	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79171	Anomalie de transport et du métabolisme de la cobalamine	Groupe de phenomes	on-line ; Category							
11198	79172	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79172	Syndrome de déficit en créatine	Groupe de phenomes	on-line	CDS	1	E72.8	""	""	""	""
11199	79173	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79173	Trouble du métabolisme du cycle de la méthionine et des acides aminés sulfurés	Groupe de phenomes	on-line ; Category	Anomalie du métabolisme des acides aminés sulfurés et du transfert cytosolique du groupement méthyle	1	E72.1	""	""	""	""
