id;OrphaNumber;ExpertLink;Name;Type;statut;Synonymes;nsyn;ICD-10;MedDRA;MeSH;OMIM;UMLS
10788;59303;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=59303;Neonatal ichthyosis-sclerosing cholangitis syndrome;Disease;on-line;"IHSC ; Ichthyosis-hypotrichosis-sclerosing cholangitis syndrome ; NISCH syndrome";3;"";"";"";607626;C1843355
10790;59305;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=59305;Gestational trophoblastic neoplasm;Group of phenomes;on-line;GTN;1;"";10061988;D031901;"";C1135868
10791;59306;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=59306;McLeod neuroacanthocytosis syndrome;Disease;on-line;"MLS ; X-linked McLeod syndrome";2;G10;"";"";300842;C0398568
10792;59315;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=59315;Rhombencephalosynapsis;Malformation syndrome;on-line;;;Q04.3;"";"";"";C1866130
10795;60014;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60014;Argyria;Disease;on-line;Silver staining;1;T56.8;10003094;D001129;"";C0003782
10796;60015;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60015;Enlarged parietal foramina;Malformation syndrome;on-line;"Catlin marks ; Fenestrae parietales symmetricae ; Foramina parietalia permagna ; Hereditary cranium bifidum ; Symmetric parietal foramina";5;Q75.8;"";"";"168500 ; 609566 ; 609597";C1868598
10797;60025;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60025;Pulmonary alveolar microlithiasis;Disease;on-line;;;J84.0;10037315;"";265100;C0155912
10798;60026;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60026;Pulmonary nodular lymphoid hyperplasia;Disease;on-line;Pulmonary pseudolymphoma;1;"";"";"";178610;""
10799;60030;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60030;Loeys-Dietz syndrome;Malformation syndrome;on-line;Aortic aneurysm syndrome due to TGF-beta receptors anomalies;1;Q87.4;"";"";"609192 ; 610168";"C1836635 ; C2697932"
10801;60032;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60032;Recurrent respiratory papillomatosis;Disease;on-line;;;"";10059314;C535297;"";C1168198
10802;60033;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60033;Idiopathic bronchiectasis;Disease;on-line;;;J47;"";"";"211400 ; 613021 ; 613071";C0339985
10804;60039;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60039;Pudendal neuralgia;Disease;on-line;"Alcock syndrome ; Pudendal algia ; Pudendal nerve entrapment syndrome ; Pudendal neuralgia by pudendal nerve entrapment ; Pudendalgia";5;M79.2;"";D060545;"";"C3178970 ; C1997249"
10805;60040;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60040;Megalencephaly-capillary malformation-polymicrogyria syndrome;Malformation syndrome;on-line;"MCAP ; MCM ; MCMTC ; Macrocephaly-capillary malformation syndrome ; Macrocephaly-cutis marmorata telangiectatica congenita syndrome ; Megalencephaly-capillary malformation syndrome ; Megalencephaly-cutis marmorata telangiectatica congenita syndrome";7;Q87.3;"";"";602501;C1865285
10806;60041;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60041;Congenital heart block;Disease;on-line;Congenital atrioventricular block;1;Q24.6;10019263;C535758;234700;"C3884338 ; C0149530"
10816;63259;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63259;Iniencephaly;Morphological anomaly;on-line;;;Q00.2;10022034;"";"";C0152234
10817;63260;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63260;Craniorachischisis;Morphological anomaly;on-line;;;Q00.1;10011321;"";"";C0152426
10818;63261;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63261;HERNS syndrome;Malformation syndrome;"Deprecated entity ; on-line";Hereditary endotheliopathy-retinopathy-nephropathy-stroke syndrome;1;I67.3;"";"";"";""
10819;63269;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63269;Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis;Clinical subtype;"Deprecated entity ; on-line";"Ambiguous genitalia-disordered steroidogenesis Antley-Bixler-like syndrome ; Antley-Bixler syndrome type 2 ; Antley-Bixler syndrome, POR-related";3;"";"";"";201750;""
10820;63273;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63273;Distal myopathy with posterior leg and anterior hand involvement;Disease;on-line;Distal ABD-filaminopathy;1;G71.0;"";"";614065;""
10821;63275;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63275;Pemphigoid gestationis;Disease;on-line;Gestational pemphigoid;1;L12.8;10019939;D006559;"";C0019343
10822;63440;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63440;Isolated oxycephaly;Morphological anomaly;on-line;"Acrocephaly ; Hypsicephaly ; Hypsocephaly ; Pyrgocephaly ; Turricephaly";5;Q75.0;"";"";"123100 ; 616602";C0030044
10823;63442;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63442;Angel-shaped phalango-epiphyseal dysplasia;Malformation syndrome;on-line;ASPED;1;Q78.8;10066017;"";105835;C1739384
10824;63443;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63443;Rare epithelial tumor of stomach;Group of phenomes;"on-line ; Category";Rare gastric epithelial tumor;1;"";10017758;"";"";C0024623
10825;63446;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63446;Acrocapitofemoral dysplasia;Malformation syndrome;on-line;;;Q78.8;"";"";607778;C1843096
10826;63454;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63454;Pattern dystrophy;Group of phenomes;"on-line ; Category";Patterned dystrophy of the retinal pigment epithelium;1;H35.5;"";C536309;"";C1868569
10827;63455;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63455;Paraneoplastic pemphigus;Disease;on-line;;;L10.8;10057056;"";"";C1112570
10829;63862;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63862;Schisis association;Malformation syndrome;on-line;;;Q87.8;"";C536633;"";C2931271
10831;63999;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=63999;IgG4-related mediastinitis;Disease;on-line;"Fibrosing mediastinitis ; Mediastinal fibrosis ; Sclerosing mediastinitis";3;J98.5;10027074;C536136;"";"C0221386 ; C0264573"
10832;64280;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64280;Childhood absence epilepsy;Disease;on-line;Pyknolepsy;1;G40.3;"";"";"600131 ; 607681 ; 611136 ; 611942 ; 612269";""
10833;64542;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64542;Acrofacial dysostosis, Kennedy-Teebi type;Malformation syndrome;on-line;Kennedy-Teebi syndrome;1;Q75.4;"";"";"";""
10834;64545;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64545;Benign idiopathic neonatal seizures;Disease;on-line;"BINS ; Benign nonfamilial neonatal seizures";2;G40.4;"";"";"";""
10835;64686;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64686;Tolosa-Hunt syndrome;Disease;on-line;Painful ophthalmoplegia;1;H49.8;10051526;"C531833 ; D020333";"";"C0040381 ; C0392060"
10836;64692;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64692;Oroya fever;Disease;on-line;"Bartonellosis due to Bartonella bacilliformis infection ; Carrion disease";2;A44.0;"";D001474;"";"C0029307 ; C0348974"
10837;64694;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64694;Trench fever;Disease;on-line;Bartonellosis due to Bartonella quintana infection;1;A79.0;10044582;D014205;"";C0040830
10838;64720;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64720;Leiomyosarcoma;Disease;on-line;;;C49.9;10024189;D007890;"";C0023269
10839;64722;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64722;Granulomatous mastitis;Disease;on-line;Idiopathic granulomatous mastitis;1;N61;"";D058890;"";C0405469
10841;64734;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64734;Iridocorneal endothelial syndrome;Disease;on-line;ICE syndrome;1;H21.1;10053678;D057129;"";"C0339285 ; C1096100"
10843;64739;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64739;Ovarian hyperstimulation syndrome;Disease;on-line;OHSS;1;N98.1;10033266;D016471;608115;C0085083
10844;64740;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64740;Recurrent acute pancreatitis;Disease;on-line;;;"K85.9 ; K85.0 ; K85.1 ; K85.2 ; K85.3 ; K85.8";10033657;"";"";C0267937
10845;64741;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64741;Pulmonary blastoma;Disease;on-line;Pneumoblastoma;1;"C34.2 ; C34.8 ; C34.9 ; C34.1 ; C34.3";"";D018202;"";C0206629
10846;64742;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64742;Pleuropulmonary blastoma;Disease;on-line;;;"C34.3 ; C34.9 ; C34.2 ; C34.1";"";C537516;601200;C1266144
10847;64743;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64743;Hepatoportal sclerosis;Disease;on-line;Obliterative portal venopathy;1;K74.1;"";"";"";""
10848;64744;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64744;IgG4-related thyroid disease;Disease;on-line;"Riedel disease ; Riedel thyroiditis";2;E06.5;10039142;"";"";C0154162
10849;64745;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64745;Pruritic urticarial papules and plaques of pregnancy;Disease;on-line;"PUPPP ; Polymorphic eruption of pregnancy";2;O26.8;10066100;C535817;178995;C0269680
10850;64746;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64746;Autosomal dominant Charcot-Marie-Tooth disease type 2;Group of phenomes;on-line;"Autosomal dominant axonal Charcot-Marie-Tooth disease ; CMT2 ; Hereditary motor and sensory neuropathy type 2";3;G60.0;"";"";"";C0270914
10851;64747;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64747;X-linked Charcot-Marie-Tooth disease;Group of phenomes;on-line;"CMTX ; X-linked hereditary motor and sensory neuropathy";2;G60.0;"";"";"";""
10852;64748;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64748;Dejerine-Sottas syndrome;Disease;on-line;"Charcot-Marie-Tooth disease type 3 ; HMSN 3 ; HMSN III ; Hereditary motor and sensory neuropathy type 3 ; Hereditary motor and sensory neuropathy type III";5;G60.0;"";C538392;"618184 ; 145900";C0011195
10853;64749;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64749;Charcot-Marie-Tooth disease type 4;Group of phenomes;on-line;"AR-CMT1 ; Autosomal recessive demyelinating Charcot-Marie-Tooth ; CMT4";3;G60.0;"";"";"";""
10855;64751;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64751;Hereditary motor and sensory neuropathy type 5;Disease;on-line;"Charcot-Marie-Tooth disease-pyramidal features syndrome ; HMSN 5 ; HMSN V ; Hereditary motor and sensory neuropathy type V";4;G60.0;"";"";600361;""
10856;64752;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64752;Hereditary sensory and autonomic neuropathy type 5;Disease;on-line;"Congenital insensitivity to pain and thermal analgesia ; HSAN5 ; Hereditary sensory and autonomic neuropathy type V";3;G60.8;"";D000699;608654;"C0002768 ; C0020075"
10857;64753;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64753;Spinocerebellar ataxia with axonal neuropathy type 2;Disease;on-line;"AOA2 ; Ataxia-oculomotor apraxia type 2 ; SCAN 2 ; SCAR1";4;G60.2;"";"";"606002 ; 615217";""
10858;64754;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64754;Nevus comedonicus syndrome;Disease;on-line;;;Q82.5;"";"";617025;C0265987
10859;64755;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64755;Becker nevus syndrome;Disease;on-line;Pigmentary hairy epidermal nevus;1;D22.5;"";"";604919;"C0263579 ; C1858042"
10862;65250;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65250;Perineural cyst;Disease;on-line;Tarlov cyst;1;G54.8;"";"";"";C0520720
10864;65282;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65282;Carvajal syndrome;Disease;on-line;"KWWH type II ; Keratoderma with woolly hair type II ; Woolly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome ; Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome ; Wooly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome ; Wooly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome";6;"";"";"";"605676 ; 615821";C1854063
10865;65283;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65283;Timothy syndrome;Malformation syndrome;on-line;"LQT8 ; Long QT syndrome type 8 ; Long QT syndrome-syndactyly syndrome";3;I45.8;"";C536962;601005;C1832916
10866;65284;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65284;Biotin-thiamine-responsive basal ganglia disease;Disease;on-line;"BBGD ; BTBGD ; Biotin-responsive basal ganglia disease";3;G25.8;"";C537658;607483;C1843807
10867;65285;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65285;Lhermitte-Duclos disease;Disease;on-line;"Dysplastic gangliocytoma of the cerebellum ; LDD";2;Q04.8;"";"";158350;"C1266181 ; C0391826"
10868;65286;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65286;3q29 microdeletion syndrome;Malformation syndrome;on-line;"3q subtelomere deletion syndrome ; 3qter deletion ; Del(3)(q29) ; Monosomy 3q29 ; Monosomy 3qter";5;Q93.5;"";"";609425;C2674949
10869;65287;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65287;Beta-ureidopropionase deficiency;Disease;on-line;Beta-alanine synthase deficiency;1;E79.8;"";"";613161;C1291512
10870;65288;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65288;Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome;Malformation syndrome;on-line;Pancreatic and cerebellar agenesis;1;"";"";"";609069;C1836780
10871;65681;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65681;Vaginal atresia;Morphological anomaly;on-line;;;Q52.0;10046879;"";"";C1321884
10872;65682;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65682;Benign recurrent intrahepatic cholestasis;Disease;on-line;"BRIC ; Summerskill-Walshe-Tygstrup syndrome";2;K83.1;"";"";"243300 ; 605479";C0149841
10873;65683;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65683;Isolated focal cortical dysplasia;Disease;on-line;Epilepsy due to FCD;1;Q04.8;"";"";607341;"C2938983 ; C1846385"
10874;65684;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65684;Monomelic amyotrophy;Disease;on-line;"Benign focal amyotrophy ; Hirayama disease ; JMADUE ; Juvenile muscular atrophy of distal upper extremity ; Juvenile muscular atrophy of the distal upper limb";5;G12.8;10069681;C538253;602440;C1865384
10875;65720;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65720;Arthrogryposis-severe scoliosis syndrome;Malformation syndrome;on-line;"Distal arthrogryposis type 4 ; Distal arthrogryposis type IID";2;Q68.8;"";"";609128;C1836756
10876;65743;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65743;Autosomal dominant multiple pterygium syndrome;Malformation syndrome;on-line;Distal arthrogryposis type 8;1;Q79.8;"";"";178110;C1867440
10877;65748;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65748;Multiple self-healing squamous epithelioma;Disease;on-line;"Familial primary self-healing squamous epithelioma of the skin, Ferguson-Smith type ; Ferguson-Smith disease ; MSSE ; Multiple keratoacanthoma, Ferguson-Smith type ; Self-healing squamous epithelioma type 1";5;"C44.6 ; C44.7 ; C44.3";"";"";132800;C0546476
10878;65753;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65753;Charcot-Marie-Tooth disease type 1;Group of phenomes;on-line;"Autosomal dominant demyelinating Charcot-Marie-Tooth disease ; CMT1 ; Charcot-Marie-Tooth neuropathy type 1 ; Hereditary motor and sensory neuropathy type 1";4;G60.0;"";"";"";C0751036
10879;65759;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65759;Carpenter syndrome;Malformation syndrome;on-line;"ACPS2 ; Acrocephalopolysyndactyly type 2";2;Q87.0;"";"";"614976 ; 201000";C1275078
10880;65798;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=65798;Goodman syndrome;Malformation syndrome;"Historical entity ; on-line";"ACPS4 ; Acrocephalopolysyndactyly type 4";2;Q87.0;"";"";201020;C0265303
10881;66518;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66518;Short fifth metacarpals-insulin resistance syndrome;Disease;on-line;;;E13;"";"";"";""
10882;66529;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66529;Tako-Tsubo cardiomyopathy;Disease;on-line;"Ampulla cardiomyopathy ; Apical ballooning syndrome ; Ballooning cardiomyopathy ; Broken heart syndrome ; Stress cardiomyopathy ; Tako-Tsubo syndrome ; Takotsubo cardiomyopathy ; Takotsubo syndrome ; Transient left ventricular apical ballooning syndrome";9;I42.8;"";"";"";"C1168291 ; C1739395"
10883;66624;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66624;PANDAS;Disease;on-line;"Pediatric autoimmune disorders associated with Streptococcus infections ; Pediatric autoimmune neuropsychiatric disorders associated with Streptococcus infections";2;;;;;
10884;66625;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66625;Cerebrooculonasal syndrome;Malformation syndrome;on-line;;;Q87.0;"";"";605627;C1854108
10885;66627;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66627;Pigmented villonodular synovitis;Disease;on-line;"Diffuse-type GCT ; Diffuse-type giant cell tumor ; TGCT ; TSGCT ; Tenosynovial giant cell tumor";5;M12.2;"";D013586;"";C0039106
10886;66628;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66628;Obesity due to congenital leptin deficiency;Etiological subtype;on-line;;;E66.8;"";"";614962;""
10887;66629;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66629;Goldberg-Shprintzen megacolon syndrome;Malformation syndrome;on-line;"GOSHS ; Megacolon-microcephaly syndrome";2;Q87.8;"";C537279;609460;C1836123
10888;66630;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66630;Congenital pseudoarthrosis of the clavicle;Disease;on-line;Congenital pseudarthrosis of the clavicle;1;Q74.0;"";"";118980;C0265565
10889;66631;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66631;CEDNIK syndrome;Disease;on-line;Cerebral dysgenesis-neuropathy-ichthyosis-palmoplantar keratoderma syndrome;1;Q82.8;"";"";609528;C1836033
10891;66633;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66633;Sensorineural hearing loss-early graying-essential tremor syndrome;Malformation syndrome;on-line;;;;;;;
10892;66634;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66634;Dilated cardiomyopathy with ataxia;Disease;on-line;"3-methylglutaconic aciduria type 5 ; DCMA syndrome ; MGA5";3;E71.1;"";"";610198;C1857776
10893;66637;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66637;Diaphanospondylodysostosis;Malformation syndrome;on-line;;;Q78.8;"";"";608022;C1842691
10894;66646;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66646;Cutaneous mastocytosis;Group of phenomes;on-line;;;Q82.2;"";D034701;"";C1136033
10895;66661;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66661;Mast cell sarcoma;Disease;on-line;;;C96.2;"";D012515;"";C0036221
10896;66662;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=66662;Extracutaneous mastocytoma;Disease;on-line;;;C96.2;"";"";"";C0272202
10897;67036;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67036;Autosomal dominant optic atrophy and cataract;Disease;on-line;"Autosomal dominant optic atrophy type 3 ; OPA3, autosomal dominant";2;H47.2;"";C537128;165300;C1833809
10899;67038;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67038;B-cell chronic lymphocytic leukemia;Disease;on-line;"B-CLL ; B-cell chronic lymphoid leukemia ; Small lymphocytic lymphoma";3;C91.1;10008958;D015451;"109543 ; 151400 ; 609630 ; 612557 ; 612558 ; 612559";"C0855095 ; C1868683 ; C0023434"
10900;67039;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67039;Segmental odontomaxillary dysplasia;Disease;on-line;;;K00.4;"";"";"";""
10901;67041;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67041;Hyaluronidase deficiency;Disease;on-line;"MPS9 ; MPSIX ; Mucopolysaccharidosis type 9 ; Mucopolysaccharidosis type IX";4;E76.2;"";"";601492;C1291490
10902;67042;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67042;Late-onset retinal degeneration;Disease;on-line;"Autosomal dominant late-onset retinal degeneration ; LORD";2;"";"";"";605670;C1854065
10903;67043;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67043;Acanthamoeba keratitis;Disease;on-line;;;"B60.1+ ; H19.2*";10069408;D015823;"";C0000880
10904;67044;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67044;Thrombocytopenia with congenital dyserythropoietic anemia;Disease;on-line;"Congenital dyserythropoietic anemia with thombocytopenia ; X-linked congenital dyserythropoietic anemia with thrombocytopenia ; XDAT";3;D69.4;"";"";300367;C1845837
10905;67045;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67045;X-linked intellectual disability with isolated growth hormone deficiency;Clinical subtype;on-line;MRGH;1;E23.0;"";"";300123;C1848068
10906;67046;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67046;3-methylglutaconic aciduria type 1;Disease;on-line;"3-methylglutaconyl-CoA hydratase deficiency ; 3MG-CoA hydratase deficiency ; MGA1";3;E71.1;"";"";250950;"C0342727 ; C0342728"
10907;67047;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67047;3-methylglutaconic aciduria type 3;Disease;on-line;"Autosomal recessive optic atrophy plus syndrome ; Autosomal recessive optic atrophy type 3 ; Costeff optic atrophy syndrome ; Costeff syndrome ; Infantile optic atrophy with chorea and spastic paraplegia ; MGA3";6;E71.1;"";C535311;258501;C0574084
10908;67048;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=67048;3-methylglutaconic aciduria type 4;Disease;on-line;MGA4;1;E71.1;"";"";250951;"C0574085 ; C1855126"
10468;68329;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68329;Rare maxillo-facial surgical disease;Group of phenomes;"Head of classification ; on-line ; Category";Rare maxillofacial anomaly;1;;;;;
10473;68334;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68334;Rare hemorrhagic disorder due to a constitutional coagulation factors defect;Group of phenomes;"on-line ; Category";"Rare bleeding disorder due to a constitutional coagulation factors defect ; Rare coagulopathy due to a constitutional coagulation factors defect";2;;;;;
10474;68335;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68335;Rare chromosomal anomaly;Group of phenomes;"on-line ; Category";;;"";"";D002869;"";"C0008626 ; C0008625"
10475;68336;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68336;Rare genetic tumor;Group of phenomes;"on-line ; Category";;;;;;;
10480;68341;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68341;Multiple congenital anomalies/dysmorphic syndrome;Group of phenomes;"on-line ; Category";;;;;;;
10485;68346;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68346;Rare genetic skin disease;Group of phenomes;"on-line ; Category";Rare genodermatosis;1;"";"";"";"";C0037277
10486;68347;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68347;Tumor of hematopoietic and lymphoid tissues;Group of phenomes;"on-line ; Category";;;;;;;
10487;68348;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68348;Scalp disease;Group of phenomes;"on-line ; Category";;;"";10053233;"";"";C0406629
10493;68354;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68354;Rare sleep disorder;Group of phenomes;"on-line ; Category";;;"";10040984;D012893;"";C0851578
10495;68356;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68356;Leukodystrophy;Group of phenomes;"on-line ; Category";;;E75.2;10024381;"";"";C0023520
10500;68361;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68361;Rare deafness;Group of phenomes;"on-line ; Category";;;"";"";"";"";"C0581883 ; C3711374"
10501;68362;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68362;Rare vascular disease;Group of phenomes;"on-line ; Category";;;"";"";"";"";C0042373
10502;68363;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68363;Rare dystonia;Group of phenomes;"on-line ; Category";Rare dystonic disorder;1;"";"";"";"";C0393593
10503;68364;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68364;Hemoglobinopathy;Group of phenomes;"on-line ; Category";;;"D57.3 ; D57.8 ; D58.0 ; D58.1 ; D58.9 ; D58.2 ; D58.8 ; D56.0 ; D56.1 ; D56.2 ; D56.3 ; D56.4 ; D56.8 ; D56.9 ; D57.0 ; D57.1 ; D57.2";10060892;D006453;"";C0019045
10506;68366;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68366;Lysosomal disease;Group of phenomes;"on-line ; Category";;;;;;;
10507;68367;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68367;Rare inborn errors of metabolism;Group of phenomes;"Head of classification ; on-line ; Category";Rare metabolic disease;1;"";"10058097 ; 10062018";"D008659 ; D008661";"";"C0025521 ; C0025517"
10513;68373;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68373;Peroxisomal disease;Group of phenomes;"on-line ; Category";;;"";"";D018901;"";C0282528
10518;68378;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=68378;Congenital limb malformation;Group of phenomes;"on-line ; Category";;;"";"";"";"";C0206762
